20230810,フルーツティー,try_1,SBA,49,None,
20230810,フルーツティー,try_1,SBA,50,None,お水にサッと溶かすだけ。１Lドリンクの新しいかたち。
20230810,フルーツティー,try_1,SBA,51,None,
20230810,フルーツティー,try_1,SBA,52,None,4 フレーバー
20230810,フルーツティー,try_1,SBA,53,None,
20230810,フルーツティー,try_1,SBA,54,None,10 フレーバー
20230810,アップルティー,try_1,SBA,49,None,
20230810,アップルティー,try_1,SBA,50,None,世界中で愛される美容茶「ルイボスティー」ノンカフェインだから安心
20230810,アップルティー,try_1,SBA,51,None,
20230810,ピーチティー,try_1,SBA,49,None,
20230810,ピーチティー,try_1,SBA,50,None,お水にサッと溶かすだけ。１Lドリンクの新しいかたち。
20230810,ピーチティー,try_1,SBA,51,None,
20230810,ピーチティー,try_1,SBA,52,None,2サイズ
20230810,ピーチティー,try_1,SBA,53,None,
20230810,ピーチティー,try_1,SBA,54,None,5 フレーバー
20230810,ピーチティー,try_1,SBA,55,None,
20230810,フレーバーティー,try_1,SBA,49,None,
20230810,フレーバーティー,try_1,SBA,50,None,ペパーミントはL-メントールを含みスーッとした風味が特徴です。
20230810,フレーバーティー,try_1,SBA,51,None,
20230810,フレーバーティー,try_1,SBA,52,None,30 フレーバー
20230810,フレーバーティー,try_1,SBA,53,None,
20230810,フレーバーティー,try_1,SBA,54,None,3サイズ
